rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,match_name,set_num,tournament,year,winner,loser,stroke_type_english,clip_name
36,2.0,01:21:15,146261.0,18,18,B,2,殺球,,,1.0,3.0,484.0,324.0,2.0,6.0,420.0,576.0,,,,,5.0,517.0,330.0,8.0,656.0,545.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Smash,30_set3_rally36_ball2_Smash.mp4
36,9.0,01:21:21,146446.0,18,18,A,2,長球,1.0,,1.0,9.0,489.0,630.0,1.0,9.0,726.0,319.0,,,,,8.0,584.0,593.0,8.0,596.0,366.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Clear,30_set3_rally36_ball9_Clear.mp4
36,10.0,01:21:23,146491.0,18,18,B,2,殺球,,,1.0,9.0,726.0,319.0,2.0,8.0,721.0,542.0,,,,,9.0,699.0,324.0,8.0,693.0,571.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Smash,30_set3_rally36_ball10_Smash.mp4
37,12.0,01:22:02,147689.0,19,18,A,2,長球,,1.0,1.0,6.0,452.0,557.0,1.0,5.0,481.0,331.0,,,,,8.0,565.0,530.0,8.0,588.0,377.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Clear,30_set3_rally37_ball12_Clear.mp4
37,15.0,01:22:05,147775.0,19,18,B,2,殺球,,,1.0,9.0,565.0,326.0,2.0,5.0,830.0,544.0,,,,,9.0,566.0,326.0,8.0,705.0,559.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Smash,30_set3_rally37_ball15_Smash.mp4
37,21.0,01:22:10,147915.0,19,18,B,2,長球,,1.0,1.0,8.0,750.0,347.0,1.0,6.0,468.0,612.0,,,,,8.0,625.0,359.0,8.0,668.0,533.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Clear,30_set3_rally37_ball21_Clear.mp4
38,6.0,01:23:17,149928.0,19,19,B,2,長球,,,1.0,3.0,488.0,319.0,1.0,8.0,755.0,584.0,,,,,9.0,538.0,327.0,8.0,628.0,524.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Clear,30_set3_rally38_ball6_Clear.mp4
40,10.0,01:24:58,152952.0,20,20,A,2,長球,,,1.0,9.0,494.0,647.0,1.0,9.0,644.0,325.0,,,,,9.0,571.0,626.0,8.0,600.0,389.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Clear,30_set3_rally40_ball10_Clear.mp4
40,11.0,01:24:59,152992.0,20,20,B,3,殺球,,,1.0,9.0,644.0,325.0,2.0,7.0,746.0,447.0,掛網,對手掛網,A,,9.0,632.0,328.0,8.0,666.0,574.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Smash,30_set3_rally40_ball11_Smash.mp4
41,5.0,01:25:58,154769.0,21,20,A,2,殺球,,,1.0,8.0,511.0,588.0,2.0,8.0,650.0,366.0,,,,,8.0,564.0,582.0,8.0,590.0,358.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Smash,30_set3_rally41_ball5_Smash.mp4
42,2.0,01:27:20,157222.0,22,20,B,2,殺球,,,1.0,9.0,739.0,316.0,2.0,5.0,803.0,559.0,,,,,8.0,699.0,343.0,8.0,700.0,548.0,0,30,Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,TOYOTA THAILAND OPEN 2021,2021,Anders ANTONSEN,Sameer VERMA,Smash,30_set3_rally42_ball2_Smash.mp4
2,3.0,00:06:48,12266.0,1,1,B,2,長球,,,2.0,3.0,503.0,316.0,1.0,6.0,399.0,590.0,,,,,9.0,580.0,323.0,8.0,625.0,542.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally2_ball3_Clear.mp4
2,4.0,00:06:49,12295.0,1,1,A,2,長球,,,1.0,6.0,399.0,590.0,1.0,4.0,772.0,327.0,,,,,8.0,494.0,578.0,8.0,591.0,340.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally2_ball4_Clear.mp4
6,7.0,00:08:06,14601.0,5,1,A,2,長球,,1.0,1.0,3.0,859.0,629.0,1.0,6.0,778.0,331.0,,,,,3.0,840.0,633.0,8.0,656.0,374.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally6_ball7_Clear.mp4
6,13.0,00:08:12,14786.0,5,1,A,3,長球,,,1.0,8.0,547.0,611.0,2.0,9.0,535.0,316.0,對手落地致勝,落地致勝,A,,8.0,583.0,579.0,8.0,606.0,365.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally6_ball13_Clear.mp4
7,3.0,00:08:32,15378.0,6,1,A,2,長球,1.0,,1.0,5.0,798.0,568.0,1.0,6.0,773.0,335.0,,,,,8.0,678.0,583.0,8.0,692.0,364.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally7_ball3_Clear.mp4
7,7.0,00:08:35,15465.0,6,1,A,2,長球,1.0,,1.0,8.0,764.0,592.0,1.0,6.0,764.0,335.0,,,,,8.0,690.0,583.0,8.0,673.0,363.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally7_ball7_Clear.mp4
8,9.0,00:09:06,16398.0,7,1,A,2,長球,,,1.0,8.0,488.0,571.0,1.0,5.0,520.0,342.0,,,,,8.0,604.0,570.0,8.0,576.0,390.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball9_Clear.mp4
8,10.0,00:09:07,16421.0,7,1,B,2,長球,,,1.0,5.0,520.0,342.0,1.0,6.0,445.0,610.0,,,,,8.0,550.0,343.0,8.0,593.0,563.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball10_Clear.mp4
8,11.0,00:09:08,16466.0,7,1,A,2,長球,,,1.0,6.0,445.0,610.0,1.0,5.0,490.0,351.0,,,,,9.0,499.0,618.0,8.0,593.0,373.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball11_Clear.mp4
8,12.0,00:09:09,16490.0,7,1,B,2,長球,,,1.0,5.0,490.0,351.0,1.0,8.0,481.0,616.0,,,,,8.0,569.0,365.0,8.0,487.0,588.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball12_Clear.mp4
8,18.0,00:09:15,16674.0,7,1,B,2,長球,,1.0,2.0,2.0,846.0,436.0,1.0,9.0,720.0,618.0,,,,,2.0,797.0,420.0,8.0,742.0,517.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball18_Clear.mp4
8,19.0,00:09:17,16739.0,7,1,A,2,長球,,,1.0,9.0,720.0,618.0,1.0,6.0,761.0,348.0,,,,,9.0,722.0,639.0,8.0,617.0,376.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball19_Clear.mp4
8,20.0,00:09:18,16764.0,7,1,B,2,長球,1.0,,1.0,6.0,761.0,348.0,1.0,8.0,790.0,614.0,,,,,8.0,688.0,360.0,8.0,697.0,593.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally8_ball20_Clear.mp4
9,3.0,00:09:53,17796.0,8,1,A,2,長球,,,1.0,6.0,450.0,607.0,1.0,3.0,510.0,317.0,,,,,8.0,493.0,608.0,8.0,590.0,375.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally9_ball3_Clear.mp4
11,2.0,00:10:43,19314.0,9,2,A,2,長球,1.0,,1.0,5.0,807.0,602.0,1.0,9.0,628.0,322.0,,,,,8.0,760.0,599.0,8.0,635.0,366.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally11_ball2_Clear.mp4
14,3.0,00:12:33,22600.0,11,3,A,2,長球,,,1.0,4.0,474.0,625.0,1.0,4.0,749.0,329.0,,,,,9.0,501.0,628.0,8.0,594.0,365.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally14_ball3_Clear.mp4
14,7.0,00:12:36,22693.0,11,3,A,2,長球,,,1.0,8.0,532.0,572.0,1.0,8.0,547.0,348.0,,,,,8.0,609.0,573.0,8.0,593.0,377.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally14_ball7_Clear.mp4
14,8.0,00:12:37,22714.0,11,3,B,2,長球,,,1.0,8.0,547.0,348.0,1.0,4.0,469.0,620.0,,,,,8.0,555.0,340.0,8.0,540.0,579.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally14_ball8_Clear.mp4
14,9.0,00:12:38,22756.0,11,3,A,3,長球,,,1.0,4.0,469.0,620.0,2.0,14.0,429.0,315.0,出界,對手出界,B,,8.0,520.0,605.0,8.0,582.0,344.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally14_ball9_Clear.mp4
18,5.0,00:14:17,25737.0,13,5,A,2,殺球,,,1.0,8.0,589.0,569.0,2.0,8.0,596.0,332.0,,,,,8.0,571.0,582.0,8.0,572.0,338.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set1_rally18_ball5_Smash.mp4
18,11.0,00:14:22,25881.0,13,5,A,2,長球,,,1.0,6.0,441.0,608.0,1.0,8.0,730.0,331.0,,,,,9.0,495.0,631.0,8.0,584.0,361.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally18_ball11_Clear.mp4
18,14.0,00:14:25,25968.0,13,5,B,2,長球,,,1.0,9.0,569.0,320.0,1.0,5.0,851.0,575.0,,,,,9.0,597.0,327.0,8.0,631.0,548.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally18_ball14_Clear.mp4
19,3.0,00:14:59,26971.0,14,5,B,2,長球,,,2.0,3.0,511.0,318.0,1.0,6.0,432.0,599.0,,,,,9.0,576.0,321.0,8.0,561.0,519.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally19_ball3_Clear.mp4
19,4.0,00:15:00,27012.0,14,5,A,3,殺球,,,1.0,6.0,432.0,599.0,2.0,5.0,453.0,347.0,對手落地致勝,落地致勝,A,,6.0,444.0,596.0,8.0,579.0,348.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set1_rally19_ball4_Smash.mp4
21,3.0,00:15:37,28136.0,15,6,B,2,長球,1.0,,1.0,4.0,767.0,322.0,1.0,5.0,820.0,585.0,,,,,8.0,663.0,343.0,8.0,691.0,532.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally21_ball3_Clear.mp4
22,6.0,00:15:58,28764.0,16,6,B,2,長球,1.0,,1.0,4.0,753.0,323.0,1.0,4.0,399.0,621.0,,,,,9.0,710.0,324.0,8.0,630.0,545.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally22_ball6_Clear.mp4
22,7.0,00:15:59,28797.0,16,6,A,2,長球,,,1.0,4.0,399.0,621.0,1.0,3.0,494.0,327.0,,,,,6.0,466.0,610.0,8.0,647.0,332.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally22_ball7_Clear.mp4
23,2.0,00:16:36,29904.0,17,6,B,3,長球,1.0,,1.0,9.0,600.0,322.0,2.0,13.0,823.0,664.0,出界,對手出界,A,,8.0,560.0,353.0,8.0,602.0,542.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally23_ball2_Clear.mp4
25,4.0,00:17:06,30780.0,19,6,B,3,長球,,1.0,1.0,6.0,791.0,334.0,2.0,6.0,792.0,352.0,未過網,對手未過網,A,,8.0,733.0,336.0,8.0,702.0,519.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally25_ball4_Clear.mp4
26,3.0,00:17:20,31215.0,20,6,A,2,長球,,,1.0,9.0,563.0,637.0,1.0,3.0,493.0,320.0,,,,,9.0,609.0,627.0,8.0,598.0,376.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally26_ball3_Clear.mp4
26,4.0,00:17:21,31245.0,20,6,B,3,長球,,,1.0,3.0,493.0,320.0,2.0,13.0,437.0,663.0,出界,對手出界,A,,3.0,519.0,326.0,8.0,597.0,594.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set1_rally26_ball4_Clear.mp4
2,7.0,00:20:33,37013.0,2,0,A,2,殺球,,,1.0,9.0,720.0,325.0,2.0,8.0,786.0,571.0,,,,,8.0,718.0,333.0,8.0,728.0,558.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally2_ball7_Smash.mp4
3,14.0,00:21:07,38029.0,3,0,B,2,長球,,,1.0,8.0,660.0,614.0,1.0,6.0,762.0,341.0,,,,,9.0,585.0,621.0,8.0,668.0,387.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally3_ball14_Clear.mp4
5,4.0,00:21:50,39320.0,3,2,A,3,殺球,,,1.0,4.0,788.0,320.0,2.0,15.0,929.0,615.0,出界,對手出界,B,,4.0,777.0,328.0,8.0,765.0,561.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally5_ball4_Smash.mp4
6,4.0,00:22:18,40156.0,4,2,A,3,殺球,1.0,,1.0,3.0,485.0,321.0,2.0,5.0,796.0,569.0,對手落地致勝,落地致勝,A,,8.0,527.0,333.0,8.0,624.0,551.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally6_ball4_Smash.mp4
7,6.0,00:22:41,40845.0,5,2,B,2,長球,,,1.0,8.0,756.0,612.0,1.0,8.0,524.0,346.0,,,,,8.0,677.0,607.0,8.0,644.0,377.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally7_ball6_Clear.mp4
7,12.0,00:22:47,41028.0,5,2,B,2,長球,,,1.0,3.0,827.0,631.0,1.0,5.0,509.0,337.0,,,,,9.0,798.0,635.0,8.0,690.0,370.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally7_ball12_Clear.mp4
7,20.0,00:22:55,41257.0,5,2,B,2,長球,1.0,,1.0,6.0,401.0,613.0,1.0,9.0,737.0,320.0,,,,,8.0,517.0,595.0,8.0,581.0,369.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally7_ball20_Clear.mp4
7,23.0,00:22:58,41352.0,5,2,A,2,長球,,,1.0,4.0,786.0,327.0,1.0,5.0,880.0,586.0,,,,,9.0,729.0,326.0,8.0,740.0,561.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally7_ball23_Clear.mp4
7,27.0,00:23:02,41475.0,5,2,A,2,長球,,,1.0,4.0,776.0,321.0,1.0,8.0,522.0,604.0,,,,,9.0,722.0,318.0,8.0,641.0,528.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally7_ball27_Clear.mp4
9,3.0,00:24:03,43298.0,6,3,A,2,殺球,1.0,,1.0,9.0,547.0,325.0,2.0,5.0,800.0,552.0,,,,,9.0,582.0,321.0,8.0,676.0,550.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally9_ball3_Smash.mp4
9,10.0,00:24:10,43502.0,6,3,B,2,殺球,1.0,,1.0,8.0,556.0,581.0,2.0,6.0,765.0,361.0,,,,,8.0,595.0,583.0,8.0,624.0,378.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally9_ball10_Smash.mp4
11,2.0,00:25:04,45126.0,6,5,A,2,長球,1.0,,1.0,8.0,536.0,335.0,1.0,5.0,820.0,604.0,,,,,8.0,558.0,335.0,8.0,637.0,555.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally11_ball2_Clear.mp4
12,4.0,00:25:28,45855.0,7,5,A,2,殺球,1.0,,1.0,8.0,545.0,347.0,2.0,8.0,665.0,530.0,,,,,8.0,649.0,356.0,8.0,671.0,525.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally12_ball4_Smash.mp4
14,3.0,00:26:23,47506.0,7,7,B,2,長球,1.0,,1.0,6.0,463.0,603.0,1.0,8.0,719.0,347.0,,,,,8.0,604.0,592.0,8.0,607.0,368.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally14_ball3_Clear.mp4
16,3.0,00:27:21,49231.0,7,9,B,2,長球,,,1.0,3.0,844.0,633.0,1.0,8.0,540.0,344.0,,,,,8.0,741.0,615.0,8.0,662.0,369.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally16_ball3_Clear.mp4
16,4.0,00:27:22,49260.0,7,9,A,2,殺球,1.0,,1.0,8.0,540.0,344.0,2.0,8.0,490.0,582.0,,,,,8.0,629.0,350.0,9.0,712.0,627.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally16_ball4_Smash.mp4
16,13.0,00:27:31,49541.0,7,9,B,2,長球,,,1.0,5.0,830.0,603.0,1.0,5.0,518.0,333.0,,,,,9.0,765.0,618.0,8.0,689.0,361.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally16_ball13_Clear.mp4
16,14.0,00:27:32,49573.0,7,9,A,3,殺球,1.0,,1.0,5.0,518.0,333.0,2.0,7.0,517.0,435.0,掛網,對手掛網,B,,8.0,607.0,340.0,8.0,695.0,586.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally16_ball14_Smash.mp4
17,6.0,00:28:01,50459.0,7,10,A,2,殺球,,,1.0,4.0,755.0,316.0,2.0,8.0,787.0,556.0,,,,,9.0,722.0,327.0,8.0,717.0,559.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally17_ball6_Smash.mp4
18,5.0,00:28:32,51383.0,8,10,B,2,殺球,,,1.0,5.0,805.0,584.0,1.0,8.0,685.0,369.0,,,,,8.0,712.0,593.0,8.0,732.0,375.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally18_ball5_Smash.mp4
19,7.0,00:29:04,52333.0,8,11,A,2,殺球,,,1.0,9.0,565.0,320.0,2.0,8.0,506.0,556.0,,,,,9.0,582.0,318.0,8.0,647.0,555.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Smash,31_set2_rally19_ball7_Smash.mp4
20,3.0,00:30:36,55100.0,9,11,B,2,長球,,,1.0,5.0,835.0,610.0,1.0,8.0,552.0,351.0,,,,,8.0,738.0,610.0,8.0,688.0,381.0,0,31,Carolina_Marin_Neslihan_Yigit_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,TOYOTA THAILAND OPEN 2021,2021,Carolina MARIN,Neslihan YIGIT,Clear,31_set2_rally20_ball3_Clear.mp4
